,P3,P3,P3,P3,P3,P3,P3,P5,P5,P5,P5,P5,P5,P6,P6,P6,P6,P6,P6,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P8,P8,P8,P8,P8,P8,P8,P8,P8,P8,P8,P12,P12,P12,P12,P12,P12,P12,P12,P13,P13,P13,P13,P13,P13,P14,P14,P14,P14,P14,P14
,easy,easy,easy,medium,medium,hard,hard,easy,easy,medium,medium,hard,hard,easy,easy,medium,medium,hard,hard,easy,easy,easy,easy,medium,medium,medium,medium,hard,hard,hard,easy,easy,easy,easy,medium,medium,medium,medium,hard,hard,hard,easy,easy,medium,medium,medium,hard,hard,hard,easy,easy,medium,medium,hard,hard,easy,easy,medium,medium,hard,hard
,dp,diagonal,heringbone,dp,heringbone,dp,heringbone,dp,dp-skate,dp,dp-skate,dp,dp-skate,dp,diagonal,dp,dp-skate,dp,dp-skate,dp,dp-kick,diagonal,dp-skate,dp,dp-kick,diagonal,dp-skate,dp,diagonal,dp-skate,dp,dp-kick,diagonal,dp-skate,dp,dp-kick,diagonal,dp-skate,dp,diagonal,dp-skate,dp,diagonal,dp,diagonal,heringbone,dp,diagonal,heringbone,dp,dp-skate,dp,dp-skate,dp,dp-skate,dp,dp-skate,dp,dp-skate,dp,dp-skate
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0017223380258430138,0.0006035098228237008,0.0004663921783877079,0.0021146362923943063,0.0002834884963812093,0.0017969336271628045,0.00028753128192481194,0.0005178592318665377,0.0004464414521289569,0.0005558461554829025,0.001118805595780722,0.0006201654744320969,0.00043004109401029096,0.0016168509251228138,0.0004260934160135994,0.0017797016700134098,0.0008033084259550787,0.0014431760153520538,0.0016238395762764896,0.0008228835577481625,0.00028348183568381054,0.0008279399080420078,0.0012569498307264464,0.0009515753945078901,1.489374829000134e-05,0.000815577335887665,0.001168518035994031,0.0008163498416484027,0.0007149511665613084,0.000997180375831007,0.0007917338998031817,0.0002658824797508875,0.0009754004754791244,0.0003527865614075879,0.0009131444624529577,0.0002285112454054661,0.0013258924596019218,0.0009140710912661584,0.0011242063895444173,0.0012871480637899058,0.0005659831007349442,0.0006155889918505689,0.0005449174681468994,0.0009879097962276107,0.0003759610427302457,0.0007348586933049239,0.0013496243145567758,0.0003385341481249799,0.0007701033951331476,0.0011324163257989347,0.0017799936221719818,0.000873487988779052,0.0022573713997709505,0.0008707359671664474,0.0002947632832367143,0.0010778643967158325,0.0018117719058684816,0.0008505842953305987,0.0009845576332568084,0.0006262257640780759,0.0005263253982191361
2,0.0034903288730396224,0.0011650277980379121,0.000974254513266903,0.0043036516887291305,0.0005507364777971354,0.0036110297768000097,0.0005918890844066496,0.0010122051630263946,0.0008481784226240448,0.0009103883827973582,0.0018451585001137386,0.0011880598721760603,0.000903484576271764,0.0032937716580512494,0.000781882772602815,0.0033797522219864884,0.0020538484586224174,0.003199435617350201,0.0029017751123986213,0.0015666811907722653,0.0007183468459461052,0.0017019532347670526,0.0024367441670422327,0.0016422246283720205,7.646871989952508e-06,0.0015869330927284566,0.002745147020567214,0.0016653503627854084,0.0014641017642229243,0.0021434010770139188,0.0016593450321898367,0.0005749634180275687,0.002022509679616756,0.0005197445485005635,0.0019549972349425957,0.0005781074311665944,0.0023829337383062064,0.001827213662838044,0.0019861576903284386,0.0025390227798457055,0.0011573641293679189,0.0011450883442361659,0.001062272924639669,0.002027117584598951,0.000734339498402588,0.0015724671135666046,0.0025664739511942103,0.0005954276411246687,0.0015675222251188851,0.0022598464179835955,0.003609192044316507,0.0017223396037558578,0.004595354711548469,0.001843149523951357,0.0005132827013441684,0.002164181024731158,0.00352088386269754,0.0016007775892360049,0.001979469103323051,0.0011625815554313877,0.0008897388042447022
3,0.0053135277404400254,0.0017950483379389254,0.0013864437639173504,0.006448294859282861,0.0008251939977243885,0.005439258432366465,0.0008642855496822971,0.001527311698051194,0.0012525866633958465,0.001455783349844083,0.002773254027457152,0.001806268376442731,0.0013474142344629446,0.005057388556243903,0.001222577246032992,0.005359539510807959,0.0028804786254232606,0.004517074188471518,0.004295590597912733,0.002311983884524224,0.0007325523330493008,0.0024780453140396917,0.0038280698910778664,0.0024823526428947454,7.43436398851216e-05,0.0022966142340923546,0.0042435952260700995,0.002497333732310276,0.002132992029409049,0.0029902913173088536,0.0024071409354611325,0.0005769284176174144,0.002997472670290292,0.0008425572833675461,0.0031286271570975834,0.0003690088183973523,0.0036689335308901726,0.0028371467386224527,0.0029992150177231805,0.0035809219544645915,0.0018043266282452637,0.0017257110933254498,0.0016302381236095464,0.003114421361159844,0.001069965924685996,0.002433307605240779,0.0037295407963792546,0.0009399093792187165,0.002384858686033206,0.0034674249583792204,0.005347281285740097,0.0025404863181536334,0.006627237505965846,0.002659322748251182,0.0009871878393181792,0.0032642782395686334,0.005531938689625932,0.002193653139559895,0.0029275558230383424,0.0016278212575102972,0.001422072720689536
4,0.006930157272004303,0.0023308701456977565,0.0017893617772363952,0.008707000257822036,0.0010730042928734575,0.007260606860733996,0.0011336005436760575,0.002037744312291261,0.0018025931116234725,0.00210747928317382,0.003423410399838233,0.002298868115579223,0.0017053737570487998,0.006945416628855781,0.0015483322168011351,0.007348330301928235,0.0036977806787712605,0.005773597385751829,0.005519927249930667,0.0031186478813170827,0.0010188624878693315,0.0032082393046654256,0.0050245683457076345,0.003156316883574807,0.00019190529890500407,0.0029831955334558243,0.005543051564878139,0.0031966456233867564,0.002801698080456954,0.003760408547737016,0.003258639834699363,0.0008918542960398738,0.004094524055250171,0.0010672177137251602,0.004326445106329443,0.000465202474483922,0.005020954671370273,0.0037742379217711405,0.004074486733512694,0.004874618673555388,0.002507062392954862,0.0022008575492470832,0.0022169324308379213,0.0041582679178109325,0.0014450941890054051,0.003285324947293385,0.00496880257518292,0.001281176369328207,0.0031155018243806446,0.00454742435815781,0.0070774941781299875,0.0033675624671954184,0.008689012611523836,0.0036106238420134306,0.0011307028668293814,0.0043917891751857705,0.0069851018385528,0.002810747816360094,0.003859610936428957,0.0020906394529534088,0.001873150116866331
5,0.008444465669349824,0.002893901837455492,0.0021599312236691933,0.010998319666762523,0.001312652933259186,0.009137788792535193,0.0013621159079515478,0.0026151001025031435,0.0024831405485039267,0.002770354103252067,0.004295758307882047,0.0028212699538474133,0.002190209801337278,0.008876919940835117,0.0019917564224557613,0.00936231497123607,0.004712562269085752,0.006909236809671931,0.00676968258006957,0.003856295124819794,0.0015212715815789818,0.004083682335427366,0.006487256228728592,0.0037708728788130442,0.0004429963058600883,0.0035657844607293486,0.007168053835481563,0.0039044793126566694,0.0034053518918882313,0.004514377335560205,0.004044135039657493,0.0008430311899988793,0.005147367939718713,0.0014343356658117802,0.005438627349155064,0.00034187402731930273,0.005907034412628757,0.004971627847434873,0.005139153404571073,0.006166543038120017,0.0033582315630080895,0.0026959853828444824,0.002773863905495756,0.005238726303156798,0.001803010906508911,0.004096629296378389,0.006164102109706999,0.0016169118984087356,0.003806405590442141,0.0056473924762558796,0.008541220043590127,0.004165621896906856,0.010497993199325014,0.004388555406712722,0.0011018369477380067,0.005483466789695728,0.008366210898534355,0.0033700837042328876,0.004861267164526552,0.00251991807418221,0.0026173519536483955
6,0.010105821712777253,0.0034180666459492372,0.0024898987460424686,0.01321950571399956,0.0015291237085436132,0.010983205509162177,0.001599933515922985,0.0031900613185024294,0.003002882877062606,0.0035630021683481262,0.004940180846811291,0.0032723539422721266,0.002786171700181859,0.010736983933667552,0.0022957174192976305,0.01151719350065095,0.005409760127496314,0.00798294837868964,0.007744140542308945,0.004485406924007332,0.0018090422331885085,0.004815712256993192,0.007751241891238524,0.004263840179733997,0.0006014976000799921,0.004182044720814818,0.008454992565644737,0.004644865362220731,0.003961542734227146,0.005105147061344347,0.0049331330381197904,0.0011430772990019672,0.006300062412611808,0.0017789853833532238,0.006364833053386414,0.00021859253869733157,0.007289425988251987,0.006189172232358684,0.005928535782173365,0.007379444902160932,0.004040425223675672,0.0031409135483812167,0.0033440090211625103,0.006422464797344181,0.0021417859127847456,0.004924673146958034,0.0073103851281502,0.0019428581180628152,0.004429371399410701,0.006810718982352868,0.009824789475509906,0.004947999561036708,0.012360805552492755,0.005319293923559809,0.0012604422839973862,0.006615718577832893,0.009704099934159044,0.004003481719809717,0.0058881264680685705,0.002863551401043727,0.00327232574065781
7,0.011688312966540975,0.003982774043150348,0.002785816216382689,0.015281751856470393,0.0017328876375025735,0.012799738025823097,0.00181446445987975,0.0038168621738437856,0.0034602723294756325,0.004549214373258126,0.005764408819091492,0.0037144892581283213,0.003291864726296364,0.012533652826503608,0.002814406992846627,0.013819010938999692,0.00599437993517422,0.009104222755002368,0.00871706494815738,0.005113479592700832,0.0017711093616189315,0.005714815264656247,0.009255931961968548,0.004663317860992673,0.0007514973786050261,0.004757226444223439,0.009713796801005235,0.005250809959333693,0.004442565317975078,0.005436742158508604,0.0057580066677531605,0.0014594785844994926,0.00727203434747161,0.002105628839778199,0.007210166508724914,0.0003375737819521001,0.008598414020192223,0.007430322888974006,0.006547584206232704,0.008442892704678436,0.004724819756000288,0.003706844493999315,0.0038691695068342187,0.007455161645359566,0.002485423844648511,0.005955822111139852,0.008498903601036754,0.002280492404277122,0.004937405818950611,0.008000591041962733,0.011081449959142106,0.005761246473677024,0.013907626270881891,0.006287480635219829,0.0013953194553654304,0.00768574339982512,0.01127481939504687,0.004520698400000569,0.0069067436730144965,0.00324370635174318,0.004229744137186229
8,0.013194337962194186,0.004442017924339535,0.003073948264815686,0.017242795998358547,0.0019277659558509846,0.014625705191041474,0.0020071153387371844,0.004465835955257709,0.00404118185536103,0.0055818016689700165,0.006520106214317198,0.004130765800246245,0.0038145266536589568,0.014193792767695477,0.0031121872602956676,0.015965648693066097,0.0066065127568838405,0.009926801633922264,0.009394928511568434,0.005656893941404719,0.0020820432572223923,0.006497936735830235,0.010445552317619823,0.005015865167668006,0.0008927826536100358,0.00547860582605947,0.011118271949047727,0.005972682564522685,0.005026943106672437,0.005776226569737399,0.006589709087426661,0.0012419683709485893,0.008499007498680195,0.002539032702059938,0.008075696347692094,0.000560065751989475,0.009976232321651768,0.0086287355581808,0.00715149083677116,0.009743816630370373,0.005391928321811343,0.004192315235767155,0.004298373728148193,0.008666989986350376,0.0028539875446196325,0.006774115935567831,0.009540954861250794,0.002619792740852897,0.005315630628426508,0.00917531313155364,0.012294751580613415,0.006622392322835584,0.015300394029197114,0.007269956016810816,0.0015684248021829103,0.00884179736600073,0.012425291089603132,0.005082082035201988,0.007894566721969129,0.003638453034533909,0.004939098986771513
