,P3,P3,P3,P5,P5,P5,P6,P6,P6,P7,P7,P7,P12,P12,P12,P13,P13,P13
,easy,hard,medium,easy,hard,medium,easy,hard,medium,easy,hard,medium,easy,hard,medium,easy,hard,medium
seg1_flat,69.98333333333333,57.266666666666666,62.1875,-9.691666666666666,30.016666666666666,30.583333333333332,30.870833333333334,27.579166666666666,34.520833333333336,-0.2375,-25.7875,38.833333333333336,67.34583333333333,58.22083333333333,57.833333333333336,29.691666666666666,34.75,30.9
seg2_up,112.98750000000001,91.76666666666667,98.9375,2.3083333333333336,38.016666666666666,40.08333333333333,42.625,34.079166666666666,43.020833333333336,18.7625,-14.037500000000001,52.833333333333336,98.84583333333333,88.22083333333333,82.33333333333334,44.19166666666666,44.75,41.65
seg3_down,120.73750000000001,99.51666666666667,106.1875,8.058333333333334,43.516666666666666,45.58333333333333,48.375,38.829166666666666,48.270833333333336,25.7625,-7.787500000000001,59.333333333333336,107.34583333333333,95.975,89.58333333333334,49.94166666666666,50.0,47.15
seg4_turn,154.4875,134.01666666666665,139.6875,26.308333333333334,59.266666666666666,62.08749999999999,68.125,52.079166666666666,64.77083333333334,55.7625,13.462499999999999,83.08333333333334,141.59583333333333,129.725,122.0875,67.19166666666666,63.75,63.15416666666667
seg5_up,175.7375,151.76666666666665,159.6875,33.30833333333334,64.26666666666667,67.33749999999999,74.375,56.079166666666666,69.52083333333334,69.0125,21.7125,92.08333333333334,164.1,150.475,140.8375,74.94166666666666,69.0,69.90416666666667
seg6_down,194.2375,167.76666666666665,178.4375,43.05833333333334,72.76666666666667,76.08749999999999,83.875,63.329166666666666,77.52083333333334,80.0125,30.9625,102.08333333333334,180.1,162.725,152.8375,85.69166666666666,78.75,79.90416666666667
seg7_flat,245.58333333333334,220.29999999999998,214.925,123.22500000000001,97.55416666666667,101.32083333333333,123.99166666666667,92.72083333333333,107.87083333333334,178.25833333333333,122.27916666666667,141.68333333333334,238.21249999999998,199.45,206.66250000000002,129.625,101.6375,113.74583333333334
