,participant,intensity,subtech,start_frame,stop_frame,cycle_time,cycle_distance,cycle_speed
7,P3,easy,heringbone,25103,25458,1.4791666666666667,1.4257909026158082,3.4700939150987553
8,P3,easy,heringbone,25458,25792,1.3916666666666666,1.5411852320765478,3.9867785644135845
9,P3,easy,heringbone,25792,26070,1.1583333333333334,1.321976231220511,4.108587999188926
10,P3,easy,heringbone,26070,26413,1.4291666666666667,1.4763467393045946,3.718844264603993
11,P3,easy,heringbone,26413,26710,1.2375,1.3362279223047202,3.887208501250095
12,P3,easy,heringbone,26710,27031,1.3375,1.6795160334531385,4.520566519948635
13,P3,easy,heringbone,27031,27330,1.2458333333333333,1.5611870653275912,4.511256269040264
14,P3,easy,heringbone,27330,27628,1.2416666666666667,1.7149863925050441,4.972309540685766
15,P3,easy,heringbone,27628,27932,1.2666666666666666,1.5186301001815519,4.316106600515989
16,P3,easy,heringbone,27932,28239,1.2791666666666666,1.4067742490995612,3.9591301342736838
17,P3,easy,heringbone,28239,28557,1.325,1.1769319378762142,3.1977018689466954
18,P3,easy,heringbone,28557,28997,1.8333333333333333,1.9279006170067206,3.785695757031379
0,P3,easy,heringbone,32480,32748,1.1166666666666667,1.0537161688086598,3.397055111383142
1,P3,easy,heringbone,32748,33109,1.5041666666666667,1.1896115371687925,2.8471589144427614
2,P3,easy,heringbone,33109,33750,2.6708333333333334,2.426997581258853,3.271335273334866
0,P3,easy,heringbone,39732,39976,1.0166666666666666,4.09587793784636,14.503436632373997
1,P3,easy,heringbone,39976,40313,1.4041666666666666,3.963431753481157,10.16143927301994
2,P3,easy,heringbone,40313,40612,1.2458333333333333,1.7217664899566305,4.975271730175681
3,P3,easy,heringbone,40612,40960,1.45,1.6090077821322697,3.9947779418456353
4,P3,easy,heringbone,40960,41270,1.2916666666666667,1.546209480115011,4.309435454256031
5,P3,easy,heringbone,41270,41534,1.1,1.288395128581335,4.216565875357096
6,P3,easy,heringbone,41534,41806,1.1333333333333333,1.444058068211681,4.587007981378281
7,P3,easy,heringbone,41806,42110,1.2666666666666666,1.3044282194772399,3.7073223079879454
8,P3,easy,heringbone,42110,42511,1.6708333333333334,1.58639534383631,3.418068770759531
9,P3,easy,heringbone,42511,42884,1.5541666666666667,1.539213182952024,3.565362439867423
10,P3,easy,heringbone,42884,43160,1.15,1.2227132750613174,3.827624165409342
11,P3,easy,heringbone,43160,43511,1.4625,1.3279402446347244,3.268775986793168
12,P3,easy,heringbone,43511,43833,1.3416666666666666,1.8966663542114213,5.089191708194622
13,P3,easy,heringbone,43833,44066,0.9708333333333333,1.3576048771661573,5.034208643225579
14,P3,easy,heringbone,44066,44337,1.1291666666666667,1.3572051016220703,4.327030287090291
15,P3,easy,heringbone,44337,44591,1.0583333333333333,1.3424675605146192,4.566503827892248
16,P3,easy,heringbone,44591,44838,1.0291666666666666,1.3517035836028695,4.728226300537973
17,P3,easy,heringbone,44838,45167,1.3708333333333333,1.0255486441733572,2.6932341293792725
18,P3,easy,heringbone,45167,45571,1.6833333333333333,1.4644572088916328,3.1319084863425015
19,P3,easy,heringbone,45571,45954,1.5958333333333334,1.4167476418961567,3.1960051242774914
0,P3,medium,dp,1146,1713,2.3625,5.245800609618446,7.993600928942395
1,P3,medium,dp,1713,2093,1.5833333333333333,3.7750060358111464,8.583171618265343
2,P3,medium,dp,2093,2482,1.6208333333333333,5.2800624004992365,11.72743936768982
3,P3,medium,dp,2482,2862,1.5833333333333333,4.40779430045501,10.021932304192445
4,P3,medium,dp,2862,3253,1.6291666666666667,5.047945868586608,11.154540231352506
5,P3,medium,dp,3253,3647,1.6416666666666666,4.1282576893199066,9.052829044599997
6,P3,medium,dp,3647,4028,1.5875,4.813809066370566,10.916354418226167
7,P3,medium,dp,4028,4411,1.5958333333333334,3.7278939379704465,8.409661520643514
8,P3,medium,dp,4411,4710,1.2458333333333333,2.8571996577640393,8.256255867251271
9,P3,medium,dp,4710,5157,1.8625,4.25668265568166,8.227681911653141
10,P3,medium,dp,5157,5541,1.6,4.443036321288595,9.996831722899339
11,P3,medium,dp,5541,5815,1.1416666666666666,3.0575528694564187,9.641334595658197
12,P3,medium,dp,5815,6116,1.2541666666666667,3.6411909690187065,10.451790688478946
13,P3,medium,dp,6116,6512,1.65,6.4742502309448025,14.125636867515935
14,P3,medium,dp,6512,6920,1.7,7.618280815410835,16.132829962046475
15,P3,medium,dp,6920,7344,1.7666666666666666,8.62539701240655,17.576280704526557
16,P3,medium,dp,7344,7725,1.5875,7.86999324282459,17.846913810499856
17,P3,medium,dp,7725,8114,1.6208333333333333,9.806396834713546,21.780788856536
0,P3,medium,dp,9925,10316,1.6291666666666667,4.959453009538989,10.958995908546513
1,P3,medium,dp,10316,10705,1.6208333333333333,6.857011990549243,15.229970076695489
2,P3,medium,dp,10705,11087,1.5916666666666666,6.623828936787964,14.981644506242937
3,P3,medium,dp,11087,11466,1.5791666666666666,8.293056617142934,18.905543317180726
4,P3,medium,dp,11466,11871,1.6875,7.4473893332714,15.887763910978988
5,P3,medium,dp,11871,12250,1.5791666666666666,9.650806551540033,22.00078327316778
6,P3,medium,dp,12250,12649,1.6625,8.739540802268218,18.92471993273118
7,P3,medium,dp,12649,13030,1.5875,10.79524935616716,24.480565469103485
8,P3,medium,dp,13030,13237,0.8625,4.793413758629144,20.007292209930338
0,P3,medium,dp,14036,14469,1.8041666666666667,11.454380472020917,22.855853874887003
1,P3,medium,dp,14469,14704,0.9791666666666666,3.9893841426560215,14.667352762786393
2,P3,medium,dp,14704,15015,1.2958333333333334,6.880783363737255,19.11574542208678
3,P3,medium,dp,15015,15425,1.7083333333333333,6.262740969224319,13.197580969292225
4,P3,medium,dp,15425,15795,1.5416666666666667,6.103919482645269,14.253476845960844
5,P3,medium,dp,15795,16179,1.6,5.921129382838641,13.322541111386942
6,P3,medium,dp,16179,16547,1.5333333333333334,5.478958265780724,12.863641145746048
7,P3,medium,dp,16547,16922,1.5625,5.22508069036221,12.038585910594533
8,P3,medium,dp,16922,17291,1.5375,5.75146519882659,13.466845343593969
9,P3,medium,dp,17291,17607,1.3166666666666667,3.602300156892664,9.849327011250828
0,P3,medium,dp,30153,30512,1.4958333333333333,2.2984932558289173,5.531749785616113
1,P3,medium,dp,30512,30950,1.825,3.6707182258207793,7.240868829016332
2,P3,medium,dp,30950,31216,1.1083333333333334,3.6863799113968683,11.973805426492083
3,P3,medium,dp,31216,31422,0.8583333333333333,2.283981338849173,9.579416877503329
4,P3,medium,dp,31422,31665,1.0125,3.6315943647756352,12.912335519202259
0,P3,medium,dp,34746,35134,1.6166666666666667,6.257899765612483,13.935117003838105
1,P3,medium,dp,35134,35380,1.025,4.652620798009151,16.340912071056533
2,P3,medium,dp,35380,35692,1.3,5.4101751463656775,14.982023482243415
3,P3,medium,dp,35692,36068,1.5666666666666667,8.071536209604798,18.547359800794002
4,P3,medium,dp,36068,36271,0.8458333333333333,3.546496857456866,15.094449679028237
5,P3,medium,dp,36271,36642,1.5458333333333334,5.717221889145961,13.314500572027251
0,P3,medium,dp,42576,42835,1.0791666666666666,1.5594272807303295,5.202104905602335
1,P3,medium,dp,42835,43094,1.0791666666666666,3.841307006322323,12.814244221862886
0,P3,medium,dp,47405,47819,1.725,6.248949400347718,13.041285705073498
1,P3,medium,dp,47819,48231,1.7166666666666666,7.368949681130472,15.45333137013769
2,P3,medium,dp,48231,48745,2.1416666666666666,9.738309420561295,16.369453967636108
3,P3,medium,dp,48745,49072,1.3625,5.105500770922986,13.489763504824037
4,P3,medium,dp,49072,49485,1.7208333333333334,7.675407011524971,16.057025806192673
5,P3,medium,dp,49485,49890,1.6875,7.834857447314073,16.714362554270025
6,P3,medium,dp,49890,50299,1.7041666666666666,7.984016785901863,16.86599144992472
7,P3,medium,dp,50299,50709,1.7083333333333333,8.014896812326944,16.889928892318245
8,P3,medium,dp,50709,51094,1.6041666666666667,6.941103088042783,15.576917059919387
9,P3,medium,dp,51094,51497,1.6791666666666667,8.262089390103828,17.713263605582398
10,P3,medium,dp,51497,51932,1.8125,8.376475312954863,16.63741303538621
11,P3,medium,dp,51932,52345,1.7208333333333334,8.233480405702627,17.224520751881524
12,P3,medium,dp,52345,52610,1.1041666666666667,4.606660773261287,15.019452483387742
0,P3,medium,heringbone,17869,18119,1.0416666666666667,1.9606250153422167,6.7759200530227
1,P3,medium,heringbone,18119,18374,1.0625,1.9743593996223392,6.689594201073337
2,P3,medium,heringbone,18374,18645,1.1291666666666667,1.3136110123268643,4.188043965499671
3,P3,medium,heringbone,18645,18952,1.2791666666666666,1.76960547958201,4.980257766641227
4,P3,medium,heringbone,18952,19228,1.15,2.1772399849513664,6.815707778978191
5,P3,medium,heringbone,19228,19658,1.7916666666666667,3.230697284160714,6.49144756631362
6,P3,medium,heringbone,19658,19889,0.9625,1.3512872804723866,5.054165412675939
7,P3,medium,heringbone,19889,20154,1.1041666666666667,1.2314383636163724,4.014953759111493
8,P3,medium,heringbone,20154,20428,1.1416666666666666,1.6799746702238654,5.297438376180364
9,P3,medium,heringbone,20428,20659,0.9625,1.5335344590735192,5.735817197573682
10,P3,medium,heringbone,20659,20936,1.1541666666666666,1.4728091494322275,4.593888466099078
11,P3,medium,heringbone,20936,21190,1.0583333333333333,1.9890632382976452,6.7659473932644305
12,P3,medium,heringbone,21190,21412,0.925,1.2251425797204145,4.7681224724253966
13,P3,medium,heringbone,21412,21677,1.1041666666666667,1.8641239602702213,6.077747553484796
14,P3,medium,heringbone,21677,21957,1.1666666666666667,1.412593868362915,4.358861079519851
15,P3,medium,heringbone,21957,22243,1.1916666666666667,1.5870521142147842,4.794451142243264
16,P3,medium,heringbone,22243,22477,0.975,1.2691480616348731,4.68608515065184
17,P3,medium,heringbone,22477,22779,1.2583333333333333,1.3327881103818964,3.813009693278008
18,P3,medium,heringbone,22779,23072,1.2208333333333334,1.15518619941365,3.4064193730149954
19,P3,medium,heringbone,23072,23375,1.2625,1.3834154715441263,3.944788671333746
20,P3,medium,heringbone,23375,23656,1.1708333333333334,1.4031548700144456,4.314326717766836
21,P3,medium,heringbone,23656,23965,1.2875,1.254951119660403,3.508989538467923
22,P3,medium,heringbone,23965,24297,1.3833333333333333,1.411348138176168,3.672905998145209
23,P3,medium,heringbone,24297,24572,1.1458333333333333,1.538678989173652,4.834249624167402
24,P3,medium,heringbone,24572,24795,0.9291666666666667,0.9344859745282665,3.620609336288889
25,P3,medium,heringbone,24795,25162,1.5291666666666666,1.2600190558229931,2.966366387550589
26,P3,medium,heringbone,25162,25526,1.5166666666666666,1.4661976364787335,3.4802053788945764
27,P3,medium,heringbone,25526,25973,1.8625,2.3474386158534295,4.53733101587777
28,P3,medium,heringbone,25973,26226,1.0541666666666667,2.6299165776327644,8.981217087251812
0,P3,medium,heringbone,29083,29412,1.3708333333333333,2.9648576091626424,7.786130621022866
1,P3,medium,heringbone,29412,29690,1.1583333333333334,1.2963317846071405,4.0288872730236305
2,P3,medium,heringbone,29690,29997,1.2791666666666666,1.1234583816189756,3.1617851521784854
0,P3,medium,heringbone,36928,37172,1.0166666666666666,1.5047539574687936,5.328309095299335
1,P3,medium,heringbone,37172,37492,1.3333333333333333,1.3633119186516551,3.6809421803594695
2,P3,medium,heringbone,37492,37808,1.3166666666666667,1.7373465245911468,4.750213282426427
3,P3,medium,heringbone,37808,38077,1.1208333333333333,1.34458226470933,4.318658277728108
4,P3,medium,heringbone,38077,38347,1.125,1.6870690012209189,5.39862080390694
5,P3,medium,heringbone,38347,38626,1.1625,1.369644861585251,4.241480861683358
6,P3,medium,heringbone,38626,38893,1.1125,1.7035613757409411,5.5126480473414725
7,P3,medium,heringbone,38893,39159,1.1083333333333334,1.2394202125087859,4.0257859534119955
8,P3,medium,heringbone,39159,39459,1.25,1.480556703256809,4.26400330537961
9,P3,medium,heringbone,39459,39726,1.1125,1.571504365708898,5.085317498024299
10,P3,medium,heringbone,39726,39979,1.0541666666666667,1.239665818149552,4.233483268305188
11,P3,medium,heringbone,39979,40226,1.0291666666666666,1.2450128301006518,4.355024636465439
12,P3,medium,heringbone,40226,40483,1.0708333333333333,1.1995577451313193,4.032754442776109
13,P3,medium,heringbone,40483,40778,1.2291666666666667,1.3989898318045988,4.097380388742961
14,P3,medium,heringbone,40778,41093,1.3125,1.3226199907612488,3.6277576889451395
15,P3,medium,heringbone,41093,41408,1.3125,1.7099282836707528,4.69008900663978
16,P3,medium,heringbone,41408,41645,0.9875,0.7822978284525389,2.8519211973965977
17,P3,medium,heringbone,41645,41984,1.4125,1.0985827954427416,2.799927832632828
0,P3,hard,dp,3168,3683,2.1458333333333335,3.8654162920590713,6.484892575415607
1,P3,hard,dp,3683,4116,1.8041666666666667,4.801793519040802,9.58140785323615
2,P3,hard,dp,4116,4596,2.0,6.5198874564892195,11.735797421680596
3,P3,hard,dp,4596,4913,1.3208333333333333,4.151357989184089,11.314742279668938
4,P3,hard,dp,4913,5296,1.5958333333333334,5.032156471831718,11.351914338544658
5,P3,hard,dp,5296,5696,1.6666666666666667,5.4864027845077565,11.850630014536755
6,P3,hard,dp,5696,6099,1.6791666666666667,5.243454638622034,11.241550391487438
7,P3,hard,dp,6099,6456,1.4875,4.159371912950915,10.06637908344423
8,P3,hard,dp,6456,6687,0.9625,2.3079533684217477,8.632345066304719
9,P3,hard,dp,6687,6905,0.9083333333333333,1.5157529343553886,6.0073877765277786
10,P3,hard,dp,6905,7287,1.5916666666666666,3.816901562557865,8.632992015837685
11,P3,hard,dp,7287,7636,1.4541666666666666,2.7160829117481544,6.724056262895145
12,P3,hard,dp,7636,8051,1.7291666666666667,3.96472824461265,8.254277598422481
13,P3,hard,dp,8051,8434,1.5958333333333334,3.867000753135529,8.723469061903648
14,P3,hard,dp,8434,8837,1.6791666666666667,4.562362049416133,9.781341962023669
15,P3,hard,dp,8837,9222,1.6041666666666667,6.996129797529748,15.700405571599225
16,P3,hard,dp,9222,9668,1.8583333333333334,8.106269420837819,15.703625066376402
17,P3,hard,dp,9668,9984,1.3166666666666667,7.239324959227284,19.793597356874603
18,P3,hard,dp,9984,10347,1.5125,7.695249651296615,18.31596611217707
19,P3,hard,dp,10347,10736,1.6208333333333333,7.903345945967448,17.553961175619214
20,P3,hard,dp,10736,11104,1.5333333333333334,8.385710127742755,19.688188995569945
21,P3,hard,dp,11104,11477,1.5541666666666667,8.754443511257081,20.27838925931935
22,P3,hard,dp,11477,11857,1.5833333333333333,10.452412427961356,23.76548509936477
23,P3,hard,dp,11857,12226,1.5375,9.153697220170967,21.433047149668603
24,P3,hard,dp,12226,12627,1.6708333333333334,11.056963154638973,23.823481709745817
25,P3,hard,dp,12627,13016,1.6208333333333333,9.825170198272204,21.822485993077596
26,P3,hard,dp,13016,13184,0.7,5.294925074205775,27.23104323877256
27,P3,hard,dp,13184,13673,2.0375,13.241501718077728,23.3960275754993
28,P3,hard,dp,13673,14064,1.6291666666666667,11.634117756362793,25.708127216106018
29,P3,hard,dp,14064,14438,1.5583333333333333,10.03150531163972,23.17438660229069
30,P3,hard,dp,14438,14766,1.3666666666666667,8.540676007402304,22.497390458523142
0,P3,hard,dp,15659,15898,0.9958333333333333,4.664713038506896,16.86323039861907
1,P3,hard,dp,15898,16262,1.5166666666666666,6.6260971629643715,15.727878980223124
2,P3,hard,dp,16262,16634,1.55,6.318742100641757,14.675788104716338
3,P3,hard,dp,16634,16903,1.1208333333333333,4.6411813613473205,14.906991435702917
4,P3,hard,dp,16903,17159,1.0666666666666667,3.108120569775786,10.489906922993278
5,P3,hard,dp,17159,17352,0.8041666666666667,2.0155266211940637,9.022875651355807
6,P3,hard,dp,17352,17744,1.6333333333333333,4.648817991787367,10.246374349245626
7,P3,hard,dp,17744,18096,1.4666666666666666,4.091961478661385,10.0439054476234
0,P3,hard,dp,30765,31226,1.9208333333333334,4.7915115942124515,8.980186588719215
1,P3,hard,dp,31226,31491,1.1041666666666667,3.09032790530671,10.075635132773575
0,P3,hard,dp,35350,35761,1.7125,7.234186305404277,15.20763252522943
1,P3,hard,dp,35761,36127,1.525,7.1551364344575745,16.890813878063785
2,P3,hard,dp,36127,36489,1.5083333333333333,8.050667899707737,19.214853771678136
3,P3,hard,dp,36489,36821,1.3833333333333333,7.554319684117958,19.659434358668424
4,P3,hard,dp,36821,37169,1.45,5.7989264508956735,14.3973346367065
5,P3,hard,dp,37169,37511,1.425,3.072273152006756,7.761532173490751
0,P3,hard,dp,46640,47037,1.6541666666666666,6.3588058936297145,13.838811818881798
1,P3,hard,dp,47037,47390,1.4708333333333334,6.765524568159279,16.559244268809113
2,P3,hard,dp,47390,47825,1.8125,7.867674587086666,15.626829524696275
3,P3,hard,dp,47825,48125,1.25,5.619019713281569,16.182776774250918
4,P3,hard,dp,48125,48505,1.5833333333333333,8.128864707505043,18.482471334958838
5,P3,hard,dp,48505,48868,1.5125,6.935464403985133,16.50755163923734
6,P3,hard,dp,48868,49254,1.6083333333333334,6.8433136679807,15.317676189469754
0,P3,hard,dp,52446,52987,2.254166666666667,3.049641499091591,4.8704071260908215
1,P3,hard,dp,52987,53464,1.9875,4.526133355602317,8.198279285619291
2,P3,hard,dp,53464,53889,1.7708333333333333,5.315576500383477,10.806254344308998
3,P3,hard,dp,53889,54380,2.0458333333333334,7.4184131936177575,13.053989815245911
4,P3,hard,dp,54380,54716,1.4,4.676070627672014,12.02418161401375
0,P3,hard,heringbone,18290,18530,1.0,2.0921810230620848,7.531851683023505
1,P3,hard,heringbone,18530,18831,1.2541666666666667,2.4749734073413956,7.10424260446168
2,P3,hard,heringbone,18831,19081,1.0416666666666667,1.909764937931554,6.60014762549145
3,P3,hard,heringbone,19081,19310,0.9541666666666667,1.684228400821731,6.354468726244435
4,P3,hard,heringbone,19310,19561,1.0458333333333334,1.5587567794929345,5.365601025824284
5,P3,hard,heringbone,19561,19796,0.9791666666666666,1.7321210989453297,6.368309061654319
6,P3,hard,heringbone,19796,20089,1.2208333333333334,2.1912832053095834,6.461667881868532
7,P3,hard,heringbone,20089,20315,0.9416666666666667,1.7403869138602643,6.653514573341896
8,P3,hard,heringbone,20315,20565,1.0416666666666667,1.700038735482522,5.875333869827596
9,P3,hard,heringbone,20565,20805,1.0,1.7253086998239022,6.211111319366048
10,P3,hard,heringbone,20805,21071,1.1083333333333334,1.675816006149822,5.4432519899001734
11,P3,hard,heringbone,21071,21308,0.9875,1.637304268445258,5.968906700154864
12,P3,hard,heringbone,21308,21544,0.9833333333333333,1.5361768886258975,5.623969626155829
13,P3,hard,heringbone,21544,21804,1.0833333333333333,1.7233037360274253,5.726670876644983
14,P3,hard,heringbone,21804,22083,1.1625,1.3707450193107602,4.244887801736548
15,P3,hard,heringbone,22083,22343,1.0833333333333333,1.6339648345565623,5.429790834834115
16,P3,hard,heringbone,22343,22610,1.1125,1.3245821697899505,4.286288369657368
17,P3,hard,heringbone,22610,22896,1.1916666666666667,1.5468624619263913,4.673039045819588
18,P3,hard,heringbone,22896,23166,1.125,1.2280763187698103,3.9298442200633925
19,P3,hard,heringbone,23166,23445,1.1625,1.495092096923578,4.62996262273108
20,P3,hard,heringbone,23445,23675,0.9583333333333334,1.3578464890901216,5.100779854668978
21,P3,hard,heringbone,23675,23955,1.1666666666666667,1.1952995359889693,3.6883528539088197
22,P3,hard,heringbone,23955,24263,1.2833333333333334,1.5543659025652006,4.360299155247835
23,P3,hard,heringbone,24263,24585,1.3416666666666666,1.3058487866630928,3.50389239651215
24,P3,hard,heringbone,24585,24918,1.3875,1.335761681036351,3.465760037283506
25,P3,hard,heringbone,24918,25244,1.3583333333333334,1.5327506136774995,4.0622592951452745
26,P3,hard,heringbone,25244,25813,2.370833333333333,2.3765979986153716,3.6087533757533943
27,P3,hard,heringbone,25813,26163,1.4583333333333333,2.212118538067523,5.4607726196866855
0,P3,hard,heringbone,29318,29571,1.0541666666666667,1.5936314018795708,5.442282732110471
1,P3,hard,heringbone,29571,29919,1.45,1.4170438681118254,3.5181778794500493
2,P3,hard,heringbone,29919,30265,1.4416666666666667,1.5460048669814144,3.8605439452946304
0,P3,hard,heringbone,37859,38212,1.4708333333333334,1.5505506917049747,3.7951155740314397
1,P3,hard,heringbone,38212,38499,1.1958333333333333,1.3991802738196957,4.2121663992342055
2,P3,hard,heringbone,38499,38738,0.9958333333333333,1.2390142805829536,4.479114386709924
3,P3,hard,heringbone,38738,39014,1.15,1.3207185475184726,4.134423279188263
4,P3,hard,heringbone,39014,39280,1.1083333333333334,1.5007152251081093,4.874503588321077
5,P3,hard,heringbone,39280,39549,1.1208333333333333,1.2545946307461286,4.029627364180874
6,P3,hard,heringbone,39549,39813,1.1,1.4225607893200856,4.65565349232028
7,P3,hard,heringbone,39813,40085,1.1333333333333333,1.2085984382683501,3.839077392146524
8,P3,hard,heringbone,40085,40376,1.2125,1.459136062577728,4.332280268272018
9,P3,hard,heringbone,40376,40666,1.2083333333333333,1.3554553829467268,4.038322244365421
10,P3,hard,heringbone,40666,40925,1.0791666666666666,1.1937842807885448,3.98235373977337
11,P3,hard,heringbone,40925,41251,1.3583333333333334,1.3362409477778439,3.5414484014725676
12,P3,hard,heringbone,41251,41679,1.7833333333333334,2.2375000858725227,4.516822603256681
13,P3,hard,heringbone,41679,41995,1.3166666666666667,2.9944131562695424,8.187256224736977
14,P3,hard,heringbone,41995,42250,1.0625,2.9799642901805803,10.096820183200084
