,P3,P3,P3,P5,P5,P5,P6,P6,P6,P7,P7,P7,P12,P12,P12,P13,P13,P13
,easy,hard,medium,easy,hard,medium,easy,hard,medium,easy,hard,medium,easy,hard,medium,easy,hard,medium
0,4.506771823732489,0.506091423218013,7.643488550942042,7.589684183705587,1.1540660037439647,11.709210098634504,12.355266196234583,6.631535891353669,4.506771827871595,4.309213183839814,5.053317154623404,7.1069364528220555,11.335770047295249,9.60774279205658,8.176157158008115,0.45266193287234885,1.9469725775007445,11.69607827056684
1,6.656593375670549,4.2099993045092745,9.523398124943155,12.907811879583205,3.204801707033648,15.364688881002662,17.862948254166106,16.803454687052408,15.69699474763672,9.919908291231835,10.759651236361565,12.816209467469298,7.192910582394586,14.86996161056922,13.124268937112138,7.856651656412753,13.999626771718278,13.049898786506835
2,8.916405951344705,3.090888885166257,11.72123468091371,15.136279873368295,11.700457183193876,18.264922881864262,19.976833076446866,18.882704363887207,20.30051235229649,11.336899726171998,18.68910040343871,14.948984610458416,9.676806799163481,15.696994744390413,12.684634066099619,15.146429368769502,12.520010352890067,16.277744383864462
3,9.814781680255544,6.9336371944361845,8.38647088730919,17.036573834423553,21.343021979003023,19.434174219462584,20.11227944990498,26.053142079620166,21.04999652336772,14.193135220473598,18.37676425363183,16.757664462585904,9.172688887729493,12.26893377286745,14.308163142146856,14.479876143483622,20.15299002607157,14.979793172503099
4,11.318811325337151,12.483132480673323,10.697580402040234,16.324880813748063,24.345575099398104,19.146047881727135,18.749304113650606,23.174345681366805,21.581105521643366,12.521033180891868,16.046370592853016,17.004973045629566,9.398868509679847,12.99778354951651,12.93259172866475,14.592643980132406,20.052974571597442,17.31468862011576
5,9.98168310285114,12.876024085575114,10.583241724428149,15.946297456362203,25.680337499583505,20.102088919722007,17.42968866725068,22.583815845508024,21.84826624012687,12.724954049500196,15.07184102069594,15.622575795000984,8.230795564215851,9.999628870562857,9.573023938629808,14.55925718357462,18.523913980121744,13.573254963245194
6,10.255065751774408,9.409762594700913,8.578212300440669,15.857710708757754,22.69017308311016,19.014495275571363,16.96274707961527,26.641760027155385,20.689175818174256,12.481080512901611,16.30368628816286,16.422647173405608,9.60374317677016,10.567499157184296,9.548913871752337,13.413809712539223,15.883532365090531,18.90168467953822
7,7.856651658902865,11.145507449406649,9.036247820417646,15.143892639651051,28.0527164934891,16.258851550491396,16.52216042937877,24.90154948429165,20.133281117563637,11.295026330789335,17.639300889953088,13.564760765984568,8.483638155242716,7.947408074245459,11.17992493345389,15.779180659684902,20.712065856406934,14.257952610969506
8,7.26554124266313,10.134472841446655,8.873213034674519,14.478991683024754,24.69601690788519,15.209710267148228,17.4568531769331,20.68484242636132,20.921846346109625,12.164105004517717,19.49667531853395,14.174174318510074,9.089942971965298,9.84604732396076,12.327248506587614,13.820095632294658,17.645833823866553,17.1959409682167
9,6.125588085880884,7.389628021103852,9.950843628012569,14.510798148680932,20.551300268351316,15.866591642110029,19.165435612157193,23.48286015344709,20.300512354918748,12.609702225747776,21.766050135314597,15.247552749377496,10.077448160377845,9.183851275333655,11.498414950325685,14.236379612315842,24.831508579365096,17.568007188339482
10,6.233353655999326,8.354341623000437,12.317895111607731,14.893196603508159,20.62780462717408,20.02101761847913,23.5492991180716,30.204797916667783,23.260393443266107,13.321841363463944,23.669717830028016,16.21468266695073,11.722327211167931,9.886285768841299,10.608622685353158,15.3855122003769,20.23922812560834,18.21999411015387
11,9.366110234513485,7.748324142716377,14.106248741609262,16.95595096022445,23.91034268981416,21.352020516170228,26.7817536823198,36.576792558183115,27.30315148756687,13.026325265396054,22.637622644403837,18.422005859564695,11.366231989899347,9.031995131293684,13.314148649544222,17.804782482784983,18.44562649314853,22.734717283066882
