,P3,P3,P3,P5,P5,P5,P6,P6,P6,P7,P7,P7,P12,P12,P12,P13,P13,P13
,easy,hard,medium,easy,hard,medium,easy,hard,medium,easy,hard,medium,easy,hard,medium,easy,hard,medium
seg1_flat,69.98333333333333,57.266666666666666,62.1875,-9.691666666666666,30.016666666666666,30.583333333333332,30.870833333333334,27.579166666666666,34.520833333333336,-0.2375,-25.7875,38.833333333333336,67.34583333333333,58.22083333333333,57.833333333333336,29.691666666666666,34.75,30.9
seg2_up,43.00416666666667,34.5,36.75,12.0,8.0,9.5,11.754166666666666,6.5,8.5,19.0,11.75,14.0,31.5,30.0,24.5,14.5,10.0,10.75
seg3_down,7.75,7.75,7.25,5.75,5.5,5.5,5.75,4.75,5.25,7.0,6.25,6.5,8.5,7.754166666666666,7.25,5.75,5.25,5.5
seg4_turn,33.75,34.5,33.5,18.25,15.75,16.504166666666666,19.75,13.25,16.5,30.0,21.25,23.75,34.25,33.75,32.50416666666667,17.25,13.75,16.004166666666666
seg5_up,21.25,17.75,20.0,7.0,5.0,5.25,6.25,4.0,4.75,13.25,8.25,9.0,22.504166666666666,20.75,18.75,7.75,5.25,6.75
seg6_down,18.5,16.0,18.75,9.75,8.5,8.75,9.5,7.25,8.0,11.0,9.25,10.0,16.0,12.25,12.0,10.75,9.75,10.0
seg7_flat,51.34583333333333,52.53333333333333,36.4875,80.16666666666667,24.7875,25.233333333333334,40.11666666666667,29.391666666666666,30.35,98.24583333333334,91.31666666666666,39.6,58.1125,36.725,53.825,43.93333333333333,22.8875,33.84166666666667
