,P3,P3,P3,P5,P5,P5,P6,P6,P6,P7,P7,P7,P12,P12,P12,P13,P13,P13
,easy,hard,medium,easy,hard,medium,easy,hard,medium,easy,hard,medium,easy,hard,medium,easy,hard,medium
46,314.39558699320344,318.82219141839073,300.9429758221009,328.6817076193482,352.1492690190712,324.5526206320209,362.9897555543138,398.7357962057835,374.22627949619044,362.95817505643436,364.58275271654765,358.99043381623267,328.51656728688897,327.16082812228456,341.03128892593014,311.22920736292565,316.9423985975449,320.77824474427194
47,316.91074391828136,328.51064337105544,303.1204897476875,338.0259624182867,362.75849118763557,333.5615176142635,373.6973209399858,408.11859470497023,382.61738073491733,374.4777052536957,373.15227421350966,370.5992847044926,347.0812062604732,335.1573420858348,358.0716298799811,317.5448259419308,323.48050180689665,329.81872439847535
48,320.0167385978317,345.4689058899607,305.41062477058614,347.27194104791863,372.8750061409739,343.7864185721406,380.7137665179491,415.04198200336566,391.58990452249327,383.3300445999498,379.1188100468009,378.4477066312627,364.4091718448022,348.7572031655697,372.95819620438834,325.82493501926683,332.27780860904284,342.54551420169577
49,329.54246937401155,364.36451013823034,311.0647178861442,359.7819507127767,382.1575602621354,356.70577558462446,388.34123749956274,424.39566611526527,398.8363081000512,389.4042718288262,386.4263512864703,386.00939062141686,378.7297807306574,366.11142921774785,385.8440966149099,339.8832354590714,342.3165029021558,354.9236287283888
50,348.2083002537701,377.7100730217913,322.13092540315307,371.69602816199244,391.0152735932488,366.26898067253427,395.4262099411624,432.9519129435664,405.78930020315994,394.8222753874705,394.3095577765267,392.83208143953345,387.2814346148003,381.79485378602965,394.0970381172614,352.29920257103555,355.2639396427956,363.7806851616229
51,368.73479872999127,388.03014371814834,340.5735429902124,382.27222815272256,399.4866551504371,374.8579165675952,402.46688116956483,438.8942576168876,412.65288883901,401.2886521012275,401.409487673381,398.5853766201986,394.9787607638355,392.7737909677763,400.1081288830721,363.6396205035256,364.7976333723211,374.34976383907434
52,383.73616157018216,393.6102586241737,358.5188680495199,392.1076438529183,407.5894870897752,383.1653303743644,409.2804967788193,447.49167949623904,421.14761161356324,407.5995322051575,408.37713706539097,405.7155306966061,402.19667107975914,401.57097906455533,405.93599766764726,373.979473700067,374.27632247551935,382.4928811546006
53,392.6552395053021,395.815530393596,370.42791299258965,401.1134840827241,415.6586468170424,391.00755409140857,416.16292633112363,456.67218527124436,428.02306044229766,414.6041152334622,415.84673917891615,413.3314988091894,411.94755170992636,408.0546833642852,413.3396976182984,382.9435070899162,382.90853751366507,391.7386237973716
54,396.0584281032364,398.9770132103759,379.1396763390086,409.7193328645889,423.96264033981424,398.7395288515115,423.11815756734774,463.97009259723836,435.10656235104074,422.20448030818994,423.20379905744136,419.82958055853277,420.17184742587716,413.8126664366701,420.71595165986423,393.3129555643711,390.7050207568695,399.0818143034829
55,397.6096295269434,403.21342188459255,383.2475606026451,418.4020967610176,430.3509626813641,406.5557419930118,429.9437958009107,474.1406721346594,443.963503264648,429.6358314166337,430.3681451755779,427.89382288851647,427.9676254158939,420.2344329597395,427.6649202293726,401.33713904166564,398.86937468739086,408.1669781174686
56,401.24014221597184,409.7392757923733,385.41203955031614,427.4447413203471,438.79822203166,414.63230877853476,436.98758230632825,485.2323372488736,451.46846569255496,436.9743805997773,437.46009584977,435.9381037070254,433.87186445490255,427.04932174893554,433.8820565301403,409.5204717454126,407.10983259596964,415.03897511823817
57,407.0394346850286,418.14837226278365,388.8688714161625,436.38575639629204,446.8064754113846,422.88533880242403,444.8711060266458,496.38306515835825,459.2831990332056,444.2838148643945,443.3074740105446,442.6221629934286,440.18361901917274,433.9831821209323,440.6521198935256,418.12453451105273,415.26546934564846,422.91968115381496
58,414.1179833041787,427.515708782479,393.4547694377842,444.73194300949666,454.3475597514364,430.8472997738672,453.4027702647614,504.3470295319798,470.33444176452656,452.8307119561855,450.67060113840085,451.292917546038,446.3295014740891,440.174157262572,446.9546943627303,426.2342932992179,422.74683970229717,429.4293372794137
59,421.72158444326584,435.5573577040215,400.7827574825335,452.86549865040206,462.32645519310205,438.07057477627205,462.42901674971085,513.0551755635136,480.08423308928167,460.9161069438967,458.40471028759987,459.74574184010515,454.1023602408833,445.80988033271063,453.4197968653769,435.2084209021562,429.27458615344824,437.2860579514563
60,430.15721590025254,443.00289142890165,408.47088180984935,461.64165978954856,470.94603206139186,445.45057443808207,471.8072206439085,520.5726622293297,490.14664031189085,469.1844061397823,466.6533544339354,467.190324080584,461.77148102114177,451.2840311280504,460.35218247261685,442.8005825572182,436.02182597516605,446.4127757280352
61,438.0507374096036,449.56401444512807,417.7304847039231,471.12881570072244,480.13759399423543,453.1619341030516,481.3885369800469,525.9464978922298,502.9757242662333,478.3123094260995,474.94208168581224,476.7686767707901,471.3973617906697,457.0534507034719,468.7398271429159,451.26631123952814,443.5254079140074,454.5778471212756
62,446.17433699259664,457.24341292343394,425.80994395176543,479.2997257770666,489.8426521436799,461.22248463455514,491.3385117007413,533.8032189972242,512.0624713683363,488.10846815873157,483.9109732117911,487.1320531735469,481.46512849115754,462.92026114826666,477.09384131520795,460.6437145495217,451.7297231145561,464.64275928774276
63,455.492064098453,465.4894779563475,432.72857801906514,489.96309219007526,499.5680280109857,469.9397606532798,501.1995437923755,543.1589417272249,519.5508767230378,498.3257420434724,493.34893861364,496.04691170337185,492.81301896037485,468.9440795551825,487.24319671490076,470.03860637957985,460.2307017070354,472.5545338268682
64,466.38284260289356,475.2120494386833,440.6817607892491,501.0103731626613,509.39482771555913,479.0187979250518,509.29614370841057,554.161953383336,526.917562030919,507.4669902058411,502.4058435527335,506.22889089428315,498.98786088650945,476.0570705913216,498.6728225590131,479.2453110276187,468.78645420116965,482.03942684034706
65,477.53765396484687,486.64097496751697,447.86871968615543,512.0091082765215,519.0886105729599,488.4856457791635,515.2187782794774,563.7222420091059,532.7143721341243,512.9564922097134,509.533988981857,513.6872161478585,502.6352236978302,484.40638709357563,505.62693007818996,490.1756864370894,479.13466632242444,489.33902951327207
66,488.9072428537964,496.75121151064985,457.42450796333395,521.740609282733,525.6352061696452,498.1205599932088,519.5717885438652,576.3246618249275,539.4467146602659,517.5723069983197,513.8464388026827,518.1145141678527,505.6698303999531,493.4239279751734,509.04717236873654,498.1406362992311,487.7867767464444,496.5211050638404
67,494.9555222997123,503.9991694709072,467.36486747719806,529.0506477813801,533.1798322403777,507.36880404781454,523.9933330193686,589.2792165309207,549.7914292198988,520.8552170101365,518.1629637823048,522.2563747576296,507.9050538872641,503.14337615189726,511.476712061259,504.3230708863488,495.65867866576525,501.0365823101535
68,497.7266599930699,506.1444125236626,476.8038434938508,534.0579720895497,538.975734141178,515.4814881799358,529.5356086258884,598.6896338405513,560.2635281896665,524.0603979034616,521.7658266780049,525.9846927486502,510.83485896635534,510.3467846661118,513.547547193945,509.2190742660818,502.04144277291607,505.1659293398428
69,500.8302046389559,508.67299927964143,485.05880203876586,537.782780370126,544.1470905628378,523.4787891127402,537.2611242656083,610.9334417656855,571.187001832364,527.0747734734368,525.6709494061397,529.6301361712768,512.7753538518971,513.5222904253478,515.7237354802571,513.0462395718988,507.37562951652654,508.7093607637099
70,503.34505014427185,511.4639973857421,488.2825787202759,541.236932914705,549.5993118830594,528.3720411851117,547.7399954789149,622.5243088893868,582.9730027119979,531.140033586448,530.4167529324017,535.264380730142,514.9632177924507,516.4681510917202,518.4869254377182,516.1524035980972,511.7809949899781,511.72990940095247
71,505.6605297031985,513.9880419635972,490.87790016886805,545.483853360036,556.4946799067047,532.8909968117891,559.8842403070872,633.5387911549436,597.7439632179411,536.5846477199694,536.9395770140459,543.0343079629896,517.4047106733601,519.196828609045,521.3124101128855,519.3868958785783,515.619184894886,516.6880557519511
72,508.1358620768025,516.6192011911855,493.8788052100563,551.8112801674789,564.6663400512458,538.1182738272381,573.3300150700409,641.5342719657065,609.1059545233272,544.9614583701228,545.729371444176,551.4813313812488,520.0374917735073,521.7661902914822,524.183588971908,523.3091134911563,520.6242505986318,522.5566790536604
73,511.37090180145447,519.2667140837139,496.61517342444114,560.5204343289298,574.2814712441292,544.9845145607776,584.42158935143,651.5261638257381,620.2353542453326,557.1183491891826,556.7250898858264,564.4186437950405,521.7074155878372,524.6490554060586,528.6000853535386,529.4728968867059,527.333119051167,532.6715669506543
74,514.5051751321246,521.6230445322184,499.403178983823,571.343568700052,584.8600618904991,553.1984135436146,597.9892801594706,660.6130321669093,633.4022484893306,574.6977630217897,569.1804415810559,579.0946513140299,526.2750025247296,527.493297407908,537.4993874833584,537.8983024211393,535.8673120257971,541.9767619656031
75,516.8959200243539,524.201317951149,501.89992254731095,583.6359923659886,596.0129492270638,562.8108738765784,610.9798557795242,667.0307099391129,643.1453965944467,591.5121524863072,579.8865723373373,591.666791860571,535.8199771265098,530.5602085059089,551.242318940818,549.113764872399,545.8331230300945,554.995690879311
76,518.8272373403693,530.1756953975992,504.65503672924456,594.1464217969242,604.5004441342437,573.3514293814245,623.1670709404498,675.0018732926371,652.2195996688952,607.8460211169495,593.30534685792,606.308763578385,553.4979594339226,533.4988360931461,570.8294233200396,564.4871330885334,556.5106634041505,565.874292543997
77,522.5138164130386,540.2521026346349,507.1419273097269,607.5265467917638,615.6307730566264,584.4133234765284,634.6449890410904,682.3116896535695,662.6347930174862,622.5611131416657,606.0017621952242,619.8748072270366,573.3423234089373,536.3188243987747,589.4735235240476,578.1273106100634,567.6886437247841,579.8013631358767
78,532.4054521424555,557.759979673397,509.38976020958444,620.4407450593874,626.3439233800574,595.552572938896,645.144805471408,687.3246856905507,670.1729289232845,635.6235072440843,617.8323097633236,630.2037617824976,595.5047083300934,541.4124357824029,606.640588368607,591.7810516593955,578.7611026995546,590.5425712912413
79,550.6000167889671,579.0569815215855,511.51926884899893,632.620045630169,636.5194935736962,606.4720672111378,654.688621117661,693.459639096052,677.0852603550438,646.9821000617801,628.7621807384126,641.4477650479517,612.5906291876663,550.5609136003576,622.9892653390028,604.7431416189968,589.686808764813,603.3022117373906
80,574.0480478553012,600.2886038547715,513.1153279708914,643.9177461959725,646.1073811489978,616.883594441987,663.3434977742974,699.082881969643,684.9221946661722,656.2775101246784,639.103412367928,651.225502749789,628.1779286576235,564.7550009547784,635.1022882942489,617.0008402091989,602.7667981759382,615.1825406611022
81,597.454134414353,619.4203347362476,517.0501328050782,654.2787248806488,655.0597345521074,626.710618808159,671.0940847673598,704.1628699502909,690.4614088141645,664.0783509143819,648.6880589523336,658.5498601791813,638.9949346125668,582.2206629931767,645.1104530008589,630.581553262592,612.6609361909242,624.0062032693376
82,616.2375570147343,634.4270664709458,526.8976416951069,663.6255478831902,663.3366435174796,635.9356314729819,678.121370111516,707.6334232351461,695.5085389587712,672.1400295702997,657.921352224387,667.3456120215249,647.8910280389734,600.7598043240398,653.3433695115093,640.9402180639726,621.7277283645017,634.127565582927
83,634.1578640538117,648.4976087673707,541.5554904313755,671.9633165438055,671.1956126476306,644.5862327488778,684.2823426513571,711.8392444874262,701.0414243849793,679.1030394890673,666.7239678875153,675.8892453798669,655.5776468715829,617.7871619346777,661.3385561087343,650.2348621118407,630.3627428664548,641.3676656906092
84,648.5425855321088,659.7795931900062,562.458105958256,679.2707054003135,679.0181860042516,652.5454694365549,689.5725853996034,715.4631197554672,704.9484875378595,686.3031281523402,675.264714886628,682.7109446707103,662.9820243799516,632.2417219464041,667.8507331957096,658.5661482123531,638.7942575956786,649.7981365757892
85,659.3057411597645,669.3447507936663,582.003215543054,686.3987497864365,686.9516848923913,659.7948414085838,694.1310755260016,717.9135944626215,708.3782900342204,693.6771298649429,681.9245385935883,690.7661445604011,671.11149688598,644.3555420749168,674.4178798761396,666.0431788879503,647.0447625043474,655.7636517506562
86,668.4131352260679,679.5490974567226,602.3546570397342,693.5894693304112,693.1769371411668,666.655808639529,698.0537171914503,720.801804467797,712.0667493031823,700.8134796064844,689.5059692925186,698.5418036126457,678.5507239414786,655.1399653590477,681.2678617228587,673.8747054588337,655.2318121365752,662.7472917516332
87,677.8443760757581,688.5680721578308,620.2643353826077,700.8840659016796,701.7998278030987,673.3878698959601,701.2648593945469,723.27221998237,714.4033924031651,707.9487310128894,697.1151189264201,704.8951337010622,686.9017481223066,665.8204614078488,688.2669311530813,680.3673072849617,662.2535992185494,668.4079530868489
88,686.2222650411065,698.7249115472557,633.9747519220601,708.2465620612473,710.5127189028454,682.3100658442372,703.8199761025671,725.3805034752551,716.2826191287031,714.7758794411726,704.5710341586314,712.4160827689644,694.6147953739048,676.4782012903394,694.1489773653828,686.8874129731752,669.8636697907139,675.6147837033664
89,695.8382842733487,709.2751176692483,646.5240229331549,715.7377903463718,718.9596457060301,689.4616706904067,705.4874220691624,726.6630132076144,717.6098033599393,722.496999912979,711.9899480077377,719.7753467108397,703.5588615601788,686.7426563316013,700.1842283772816,693.4674751766868,677.7766645524094,680.907398615097
90,705.9795186762743,719.4445845050587,655.7355842696401,721.6723650185613,727.4348320256865,696.6604587755664,708.0982761632796,728.0200121103318,718.9526951985206,729.4078398238184,719.2584933779622,726.012047311796,711.322953512194,696.6664875087852,706.7694483831694,699.8496650049494,684.9686506912041,688.1578976582773
91,715.6542626065956,726.5300318849538,665.1472013047886,728.9392993696863,736.1148446011947,703.8686360825474,712.6222769423049,729.078900813541,720.9715716766713,736.4539473558681,726.0655142101465,733.3183051621002,719.4036456411742,706.4284489359147,713.9724958081189,706.9942437123578,692.0851053163309,695.1817482491583
92,725.7418831181019,726.8300002071787,674.5029266685177,736.1023936127011,744.5308503671349,711.2955699709443,718.5029980390867,730.0085576069662,724.7606651406758,743.0976763550993,733.1288494950772,740.268386607755,726.795531903075,715.8416247031327,720.7188882329979,715.322817801469,699.7449413966474,700.8019278878778
93,733.3739910918044,727.6989334506997,683.1178649935096,743.4641960101413,752.7592118187212,718.8166592893665,724.9600475375006,732.3855106081863,730.9751946832888,749.8099606494242,740.070159949117,746.1849665301854,734.3537054182152,725.0237556525948,727.8287385081386,721.9422756794228,707.0978306450404,708.3922576367238
